site,date_time.x,date_sampled,time_sampled,tag_no,bag_no,gps_id,collected_by,basket_no,date_CBASS,depth_ft,camera_id,note,...13,date_time_min,time,lat,lon,date_time.y,date
Sofitel,2024-10-31T23:54:00Z,20241031,13:54:00,150,2,Shedd2,RC,134,20241101,6,Cunning2,NA,NA,2024-10-31 13:54,2024-10-31T23:54:57Z,-17.502972269430757,-149.76327563636008,2024-10-31T23:54:57Z,2024-10-31
Sofitel,2024-11-01T00:01:00Z,20241031,14:01:00,156,45,Shedd2,RC,230,20241101,4,Cunning2,NA,NA,2024-10-31 14:01,2024-11-01T00:01:29Z,-17.503204783424735,-149.76373144425452,2024-11-01T00:01:29Z,2024-10-31
Sofitel,2024-11-01T00:10:00Z,20241031,14:10:00,149,6,Shedd2,RC,96,20241101,3,Cunning2,NA,NA,2024-10-31 14:10,2024-11-01T00:10:44Z,-17.503162706270814,-149.76427861489356,2024-11-01T00:10:44Z,2024-10-31
Sofitel,2024-11-01T00:14:00Z,20241031,14:14:00,148,29,Shedd2,RC,170,20241101,2,Cunning2,NA,NA,2024-10-31 14:14,2024-11-01T00:14:27Z,-17.503028428182006,-149.76452236063778,2024-11-01T00:14:27Z,2024-10-31
Sofitel,2024-11-01T00:21:00Z,20241031,14:21:00,139,25,Shedd2,RC,73,20241101,2,Cunning2,NA,NA,2024-10-31 14:21,2024-11-01T00:21:29Z,-17.50313856638968,-149.76465395651758,2024-11-01T00:21:29Z,2024-10-31
Sofitel,2024-11-01T00:24:00Z,20241031,14:24:00,152,34,Shedd2,RC,177,20241101,3,Cunning2,NA,NA,2024-10-31 14:24,2024-11-01T00:24:26Z,-17.503135297447443,-149.764652447775,2024-11-01T00:24:26Z,2024-10-31
Sofitel,2024-11-01T00:37:00Z,20241031,14:37:00,155,7,Shedd2,RC,54,20241101,3,Cunning2,NA,NA,2024-10-31 14:37,2024-11-01T00:37:51Z,-17.504046745598316,-149.76491999812424,2024-11-01T00:37:51Z,2024-10-31
Sofitel,2024-11-01T00:50:00Z,20241031,14:50:00,131,26,Shedd2,RC,66,20241101,3,Cunning2,NA,NA,2024-10-31 14:50,2024-11-01T00:50:45Z,-17.504529375582933,-149.76463275030255,2024-11-01T00:50:45Z,2024-10-31
Sofitel,2024-10-31T21:39:00Z,20241031,11:39:00,200,17,Shedd4,TC,50,20241101,4,Cunning3,NA,NA,2024-10-31 11:39,2024-10-31T21:39:54Z,-17.506634825840592,-149.7619429975748,2024-10-31T21:39:54Z,2024-10-31
Sofitel,2024-10-31T23:37:00Z,20241031,13:37:00,123,51,Shedd4,TC,48,20241101,5,Cunning3,NA,NA,2024-10-31 13:37,2024-10-31T23:37:42Z,-17.50294268131256,-149.76312803104517,2024-10-31T23:37:42Z,2024-10-31
Sofitel,2024-10-31T23:47:00Z,20241031,13:47:00,66,41,Shedd4,TC,153,20241101,6,Cunning3,NA,NA,2024-10-31 13:47,2024-10-31T23:47:51Z,-17.502934550866485,-149.76300280541182,2024-10-31T23:47:51Z,2024-10-31
Sofitel,2024-11-01T00:00:00Z,20241031,14:00:00,28,32,Shedd4,TC,141,20241101,4,Cunning3,NA,NA,2024-10-31 14:00,2024-11-01T00:00:54Z,-17.503550788387656,-149.76356238126755,2024-11-01T00:00:54Z,2024-10-31
Sofitel,2024-11-01T00:07:00Z,20241031,14:07:00,189,22,Shedd4,TC,p12,20241101,6,Cunning3,NA,NA,2024-10-31 14:07,2024-11-01T00:07:55Z,-17.503640139475465,-149.7637663129717,2024-11-01T00:07:55Z,2024-10-31
Sofitel,2024-11-01T00:20:00Z,20241031,14:20:00,101,13,Shedd4,TC,p1,20241101,3,Cunning3,NA,NA,2024-10-31 14:20,2024-11-01T00:20:57Z,-17.503740387037396,-149.76430476643145,2024-11-01T00:20:57Z,2024-10-31
Sofitel,2024-11-01T00:28:00Z,20241031,14:28:00,134,5,Shedd4,TC,p10,20241101,3,Cunning3,NA,NA,2024-10-31 14:28,2024-11-01T00:28:44Z,-17.503517344594002,-149.76445673033592,2024-11-01T00:28:44Z,2024-10-31
Sofitel,2024-11-01T00:37:00Z,20241031,14:37:00,193,9,Shedd4,TC,p9,20241101,4,Cunning3,NA,NA,2024-10-31 14:37,2024-11-01T00:37:50Z,-17.50383091159165,-149.76510046049953,2024-11-01T00:37:50Z,2024-10-31
Sofitel,2024-11-01T00:50:00Z,20241031,14:50:00,135,3,Shedd4,TC,p11,20241101,3,Cunning3,NA,NA,2024-10-31 14:50,2024-11-01T00:50:58Z,-17.504224441945553,-149.76509870029986,2024-11-01T00:50:58Z,2024-10-31
access12,2024-11-02T18:15:00Z,20241102,08:15:00,168,15,Shedd4,TC,p9,NA,2,Cunning3,NA,NA,2024-11-02 08:15,2024-11-02T18:15:53Z,-17.59225219488144,-149.83077208511534,2024-11-02T18:15:53Z,2024-11-02
access12,2024-11-02T18:25:00Z,20241102,08:25:00,157,8,Shedd4,TC,72,NA,2,Cunning3,NA,NA,2024-11-02 08:25,2024-11-02T18:25:38Z,-17.591896802186966,-149.83024444431067,2024-11-02T18:25:38Z,2024-11-02
access12,2024-11-02T18:33:00Z,20241102,08:33:00,136,19,Shedd4,TC,p11,NA,3,Cunning3,NA,NA,2024-11-02 08:33,2024-11-02T18:33:45Z,-17.59193519130349,-149.82997932471335,2024-11-02T18:33:45Z,2024-11-02
access12,2024-11-02T19:12:00Z,20241102,09:12:00,142,56,Shedd4,TC,230,NA,3,Cunning3,NA,NA,2024-11-02 09:12,2024-11-02T19:12:45Z,-17.592524187639356,-149.82956551015377,2024-11-02T19:12:45Z,2024-11-02
newspot5,2024-11-02T20:31:00Z,20241102,10:31:00,158,52,Shedd4,TC,p10,NA,5,Cunning3,NA,NA,2024-11-02 10:31,2024-11-02T20:31:45Z,-17.531245602294803,-149.7724813129753,2024-11-02T20:31:45Z,2024-11-02
newspot5,2024-11-02T20:59:00Z,20241102,10:59:00,141,54,Shedd4,TC,23,NA,9,Cunning3,NA,NA,2024-11-02 10:59,2024-11-02T20:59:46Z,-17.534903045743704,-149.77102185599506,2024-11-02T20:59:46Z,2024-11-02
newspot5,2024-11-02T21:18:00Z,20241102,11:18:00,161,60,Shedd4,TC,153,NA,5,Cunning3,NA,NA,2024-11-02 11:18,2024-11-02T21:18:47Z,-17.53466642461717,-149.77094784379005,2024-11-02T21:18:47Z,2024-11-02
access12,2024-11-02T19:07:00Z,20241102,09:07:00,170,12,Shedd2,RC,177,NA,4,Cunning2,NA,NA,2024-11-02 09:07,2024-11-02T19:07:48Z,-17.59293825365603,-149.8293637577444,2024-11-02T19:07:48Z,2024-11-02
newspot5,2024-11-02T20:31:00Z,20241102,10:31:00,160,39,Shedd2,RC,73,NA,3,Cunning2,NA,NA,2024-11-02 10:31,2024-11-02T20:31:41Z,-17.531476859003305,-149.77242515422404,2024-11-02T20:31:41Z,2024-11-02
newspot5,2024-11-02T20:35:00Z,20241102,10:35:00,154,35,Shedd2,RC,48,NA,3,Cunning2,NA,NA,2024-11-02 10:35,2024-11-02T20:35:43Z,-17.53174533136189,-149.77229649201035,2024-11-02T20:35:43Z,2024-11-02
newspot5,2024-11-02T20:58:00Z,20241102,10:58:00,143,4,Shedd2,RC,134,NA,4,Cunning2,NA,NA,2024-11-02 10:58,2024-11-02T20:58:56Z,-17.534432904794812,-149.7711506858468,2024-11-02T20:58:56Z,2024-11-02
newspot5,2024-11-02T21:02:00Z,20241102,11:02:00,169,43,Shedd2,RC,54,NA,3,Cunning2,NA,NA,2024-11-02 11:02,2024-11-02T21:02:38Z,-17.53444698639214,-149.77119871415198,2024-11-02T21:02:38Z,2024-11-02
newspot5,2024-11-02T21:41:00Z,20241102,11:41:00,163,11,Shedd2,RC,p1,NA,6,Cunning2,NA,NA,2024-11-02 11:41,2024-11-02T21:41:56Z,-17.5307397544384,-149.77251274511218,2024-11-02T21:41:56Z,2024-11-02
